Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,7800.53,39002.64,0.1364,674.8000,3374,0.1093,19.52,2717,,,2025-04-28,2025-05-25,6544.26,32721.30,0.1137,616.6000,3083.0000,0.0925,18.90,2350.0000,0.2413,0.1472,1256.27,0.1920,6281.34,0.1920,0.0226,0.1988,58.2000,0.0944,291.0000,0.0944,0.0168,0.1813,0.62,0.0330,367.0000,0.1562,,,,
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,47.00,235.00,0.0008,10.6000,53,0.0017,,33,,,2025-04-28,2025-05-25,115.70,578.50,0.0020,24.8000,124.0000,0.0037,14.65,95.0000,0.3789,0.1684,-68.70,-0.5938,-343.50,-0.5938,-0.0012,-0.5914,-14.2000,-0.5726,-71.0000,-0.5726,-0.0020,-0.5387,,,-62.0000,,,,,
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,723.80,3619.00,0.0127,58.6000,293,0.0095,27.49,254,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,246.63,1233.15,0.0043,19.4000,97,0.0031,,86,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,141.79,708.95,0.0025,28.8000,144,0.0047,23.78,128,,,2025-04-28,2025-05-25,197.08,985.40,0.0034,42.2000,211.0000,0.0063,21.57,195.0000,0.2462,0.0615,-55.29,-0.2805,-276.45,-0.2805,-0.0009,-0.2764,-13.4000,-0.3175,-67.0000,-0.3175,-0.0017,-0.2633,2.20,0.1021,-67.0000,-0.3436,,,,
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,789.46,3947.30,0.0138,60.8000,304,0.0098,26.27,267,,,2025-04-28,2025-05-25,865.78,4328.90,0.0150,70.0000,350.0000,0.0105,25.92,296.0000,0.1959,0.0777,-76.32,-0.0882,-381.60,-0.0882,-0.0012,-0.0829,-9.2000,-0.1314,-46.0000,-0.1314,-0.0007,-0.0624,0.35,0.0135,-29.0000,-0.0980,,,,
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,136.65,683.25,0.0024,37.6000,188,0.0061,9.68,111,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,1204.52,6022.61,0.0211,92.6000,463,0.0150,19.44,391,,,2025-04-28,2025-05-25,2450.34,12251.71,0.0426,198.4000,992.0000,0.0298,18.95,808.0000,0.3032,0.1411,-1245.82,-0.5084,-6229.10,-0.5084,-0.0215,-0.5056,-105.8000,-0.5333,-529.0000,-0.5333,-0.0148,-0.4962,0.49,0.0260,-417.0000,-0.5161,,,,
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,30.00,90.00,0.0003,6.6667,20,0.0006,,20,,,2025-04-28,2025-05-25,93.47,467.33,0.0016,21.8000,109.0000,0.0033,22.61,96.0000,0.1562,0.0417,-63.47,-0.6790,-377.33,-0.8074,-0.0013,-0.8063,-15.1333,-0.6942,-89.0000,-0.8165,-0.0026,-0.8018,,,-76.0000,,,,,
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,115.64,578.20,0.0020,40.6000,203,0.0066,24.63,185,,,2025-04-28,2025-05-25,154.85,774.27,0.0027,54.8000,274.0000,0.0082,22.28,233.0000,0.1931,0.0644,-39.21,-0.2532,-196.07,-0.2532,-0.0007,-0.2489,-14.2000,-0.2591,-71.0000,-0.2591,-0.0016,-0.2004,2.36,0.1058,-48.0000,-0.2060,,,,
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,407.71,1630.84,0.0057,128.5000,514,0.0166,22.51,433,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,390.00,780.00,0.0027,65.0000,130,0.0042,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,4570.50,4570.50,0.0160,330.0000,330,0.0107,,0,,,2025-04-28,2025-05-25,3395.70,6791.40,0.0236,245.0000,490.0000,0.0147,,0.0000,0.0000,0.0000,1174.80,0.3460,-2220.90,-0.3270,-0.0076,-0.3231,85.0000,0.3469,-160.0000,-0.3265,-0.0040,-0.2731,,,0.0000,,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,15.00,45.00,0.0002,3.0000,9,0.0003,,9,,,2025-04-28,2025-05-25,103.71,518.56,0.0018,30.4000,152.0000,0.0046,9.84,87.0000,0.2989,0.1494,-88.71,-0.8554,-473.56,-0.9132,-0.0016,-0.9127,-27.4000,-0.9013,-143.0000,-0.9408,-0.0043,-0.9362,,,-78.0000,,,,,
Gift Card,e9baacf6e24fcad141d621243a818dcb,55.00,110.00,0.0004,1.5000,3,0.0001,,3,,,2025-04-28,2025-05-25,85.00,255.00,0.0009,2.0000,6.0000,0.0002,,5.0000,0.2000,0.0000,-30.00,-0.3529,-145.00,-0.5686,-0.0005,-0.5661,-0.5000,-0.2500,-3.0000,,-0.0001,-0.4611,,,-2.0000,,,,,
Guest Services BYO Chicken Bowl,5e07490fff2518f996df46e6150467f9,2118.78,2118.78,0.0074,149.0000,149,0.0048,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodworks BYO Premium Bowl,678fc547ec346b2eab32edfd766b061e,3133.10,3133.10,0.0110,194.0000,194,0.0063,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,375.60,375.60,0.0013,60.0000,60,0.0019,,0,,,2025-04-28,2025-05-25,231.62,231.62,0.0008,37.0000,37.0000,0.0011,,0.0000,0.0000,0.0000,143.98,0.6216,143.98,0.6216,0.0005,0.6310,23.0000,0.6216,23.0000,,0.0008,0.7505,,,0.0000,,,,,
Roti,c939c164798efd50698e30c2a594b2d4,2.50,7.50,0.0000,1.6667,5,0.0002,,5,,,2025-04-28,2025-05-25,1.95,5.85,0.0000,1.3333,4.0000,0.0001,,4.0000,0.2500,0.2500,0.55,0.2821,1.65,,0.0000,0.2894,0.3333,0.2500,1.0000,,0.0000,0.3500,,,1.0000,,,,,
Pabst Blue Ribbon,3027374bc15bcfd99f44f32db083bebf,0.00,0.00,0.0000,2.0000,2,0.0001,,0,,,2025-04-28,2025-05-25,52.00,52.00,0.0002,14.0000,14.0000,0.0004,,9.0000,0.3333,0.1111,-52.00,-1.0000,-52.00,,-0.0002,-1.0000,-12.0000,-0.8571,-12.0000,,-0.0004,-0.8452,,,-9.0000,,,,,
Guest Services BYO Spicy Chicken Bowl,3270f736f47d60493d55c5d057545db3,1605.00,1605.00,0.0056,100.0000,100,0.0032,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest APL Bowl,ff79c027d1167e4e0bfde60ed13c1428,251.94,251.94,0.0009,17.0000,17,0.0006,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,388.96,388.96,0.0014,44.0000,44,0.0014,,0,,,2025-04-28,2025-05-25,459.68,459.68,0.0016,52.0000,52.0000,0.0016,,0.0000,0.0000,0.0000,-70.72,-0.1538,-70.72,-0.1538,-0.0002,-0.1490,-8.0000,-0.1538,-8.0000,,-0.0001,-0.0865,,,0.0000,,,,,
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,126.15,126.15,0.0004,15.0000,15,0.0005,,0,,,2025-04-28,2025-05-25,109.33,109.33,0.0004,13.0000,13.0000,0.0004,,0.0000,0.0000,0.0000,16.82,0.1538,16.82,0.1538,0.0001,0.1605,2.0000,0.1538,2.0000,,0.0001,0.2462,,,0.0000,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,547.30,2736.50,0.0096,42.4000,212,0.0069,31.99,191,,,2025-04-28,2025-05-25,19.42,58.25,0.0002,2.0000,6.0000,0.0002,,4.0000,0.0000,0.0000,527.88,27.1871,2678.25,,0.0094,46.2488,40.4000,20.2000,206.0000,,0.0067,37.1389,,,187.0000,,,,,
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,9719.87,48599.33,0.1699,739.8000,3699,0.1198,19.93,2767,,,2025-04-28,2025-05-25,13056.32,65281.59,0.2269,1053.6000,5268.0000,0.1580,19.08,3809.0000,0.2864,0.2132,-3336.45,-0.2555,-16682.26,-0.2555,-0.0570,-0.2513,-313.8000,-0.2978,-1569.0000,-0.2978,-0.0383,-0.2421,0.85,0.0446,-1042.0000,-0.2736,,,,
Kids BYO,66c163b662cda637cb2478e2112386c7,627.28,3136.40,0.0110,89.0000,445,0.0144,21.76,342,,,2025-04-28,2025-05-25,716.29,3581.46,0.0124,98.4000,492.0000,0.0148,25.69,368.0000,0.2799,0.1793,-89.01,-0.1243,-445.06,-0.1243,-0.0015,-0.1192,-9.4000,-0.0955,-47.0000,-0.0955,-0.0003,-0.0237,-3.93,-0.1530,-26.0000,-0.0707,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2655.46,13277.29,0.0464,201.0000,1005,0.0325,25.35,867,,,2025-04-28,2025-05-25,2619.41,13097.06,0.0455,211.4000,1057.0000,0.0317,24.74,869.0000,0.2704,0.1588,36.05,0.0138,180.23,0.0138,0.0009,0.0196,-10.4000,-0.0492,-52.0000,-0.0492,0.0008,0.0263,0.60,0.0243,-2.0000,-0.0023,,,,
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,92.00,460.00,0.0016,20.4000,102,0.0033,,92,,,2025-04-28,2025-05-25,149.35,746.75,0.0026,30.4000,152.0000,0.0046,24.38,138.0000,0.2536,0.0507,-57.35,-0.3840,-286.75,-0.3840,-0.0010,-0.3805,-10.0000,-0.3289,-50.0000,-0.3289,-0.0013,-0.2757,,,-46.0000,-0.3333,,,,
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,67.90,339.50,0.0012,21.2000,106,0.0034,,88,,,2025-04-28,2025-05-25,79.99,399.95,0.0014,28.2000,141.0000,0.0042,16.66,116.0000,0.3707,0.1983,-12.09,-0.1511,-60.45,-0.1511,-0.0002,-0.1463,-7.0000,-0.2482,-35.0000,-0.2482,-0.0008,-0.1887,,,-28.0000,-0.2414,,,,
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,60.00,300.00,0.0010,12.2000,61,0.0020,,53,,,2025-04-28,2025-05-25,63.90,319.50,0.0011,16.4000,82.0000,0.0025,,72.0000,0.2639,0.0417,-3.90,-0.0610,-19.50,-0.0610,-0.0001,-0.0556,-4.2000,-0.2561,-21.0000,,-0.0005,-0.1972,,,-19.0000,,,,,
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,40.80,204.00,0.0007,8.2000,41,0.0013,,34,,,2025-04-28,2025-05-25,75.33,376.64,0.0013,14.8000,74.0000,0.0022,,34.0000,0.2941,0.0588,-34.53,-0.4584,-172.64,-0.4584,-0.0006,-0.4553,-6.6000,-0.4459,-33.0000,,-0.0009,-0.4018,,,0.0000,,,,,
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,21.25,85.00,0.0003,4.7500,19,0.0006,,18,,,2025-04-28,2025-05-25,304.84,1524.22,0.0053,71.0000,355.0000,0.0106,13.11,258.0000,0.2519,0.0853,-283.59,-0.9303,-1439.22,-0.9442,-0.0050,-0.9439,-66.2500,-0.9331,-336.0000,-0.9465,-0.0100,-0.9422,,,-240.0000,-0.9302,,,,
Side of Grain,343ce46c5489f43ec64a165e5323783f,19.20,96.00,0.0003,6.4000,32,0.0010,,30,,,2025-04-28,2025-05-25,38.88,194.42,0.0007,13.2000,66.0000,0.0020,,51.0000,0.4314,0.1569,-19.68,-0.5062,-98.42,-0.5062,-0.0003,-0.5034,-6.8000,-0.5152,-34.0000,,-0.0009,-0.4768,,,-21.0000,,,,,
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,21.67,86.70,0.0003,4.5000,18,0.0006,,16,,,2025-04-28,2025-05-25,12.75,51.00,0.0002,3.7500,15.0000,0.0004,,10.0000,0.5000,0.0000,8.92,0.7000,35.70,,0.0001,0.7098,0.7500,0.2000,3.0000,,0.0001,0.2956,,,6.0000,,,,,
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,341.00,341.00,0.0012,44.0000,44,0.0014,,0,,,2025-04-28,2025-05-25,527.00,527.00,0.0018,68.0000,68.0000,0.0020,,0.0000,0.0000,0.0000,-186.00,-0.3529,-186.00,-0.3529,-0.0006,-0.3492,-24.0000,-0.3529,-24.0000,,-0.0006,-0.3015,,,0.0000,,,,,
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,147.72,738.60,0.0026,58.4000,292,0.0095,19.01,221,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,5.00,10.00,0.0000,10.0000,20,0.0006,,18,,,2025-04-28,2025-05-25,1.00,1.00,0.0000,2.0000,2.0000,0.0001,,1.0000,0.0000,0.0000,4.00,4.0000,9.00,,0.0000,9.0575,8.0000,4.0000,18.0000,,0.0006,9.8000,,,17.0000,,,,,
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,13.50,27.00,0.0001,1.5000,3,0.0001,,3,,,2025-04-28,2025-05-25,19.35,96.75,0.0003,2.4000,12.0000,0.0004,,11.0000,0.1818,0.0000,-5.85,-0.3023,-69.75,,-0.0002,-0.7193,-0.9000,-0.3750,-9.0000,,-0.0003,-0.7306,,,-8.0000,,,,,
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,2717.55,2717.55,0.0095,183.0000,183,0.0059,,0,,,2025-04-28,2025-05-25,2221.57,4443.14,0.0154,149.5000,299.0000,0.0090,,0.0000,0.0000,0.0000,495.98,0.2233,-1725.59,-0.3884,-0.0059,-0.3849,33.5000,0.2241,-116.0000,-0.3880,-0.0030,-0.3394,,,0.0000,,,,,
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,189.00,378.00,0.0013,10.5000,21,0.0007,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodworks BYO Bowl,a1ec0aa0b8651adb168fe28e938d8fdd,2975.05,2975.05,0.0104,199.0000,199,0.0064,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Paneer Bowl,d2de8bbb76a8397561fe930e2ae89d4f,330.12,330.12,0.0012,21.0000,21,0.0007,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Harvest Veg Bowl,f84508232388acd0484e9dc5bf83972b,127.98,127.98,0.0004,9.0000,9,0.0003,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,14.50,29.00,0.0001,1.0000,2,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
